raceId,year,round,name_race,date,circuitId,name_circuit
1,2009,1,Australian Grand Prix,2009-03-29,1,Albert Park Grand Prix Circuit
2,2009,2,Malaysian Grand Prix,2009-04-05,2,Sepang International Circuit
3,2009,3,Chinese Grand Prix,2009-04-19,17,Shanghai International Circuit
4,2009,4,Bahrain Grand Prix,2009-04-26,3,Bahrain International Circuit
5,2009,5,Spanish Grand Prix,2009-05-10,4,Circuit de Barcelona-Catalunya
6,2009,6,Monaco Grand Prix,2009-05-24,6,Circuit de Monaco
7,2009,7,Turkish Grand Prix,2009-06-07,5,Istanbul Park
8,2009,8,British Grand Prix,2009-06-21,9,Silverstone Circuit
9,2009,9,German Grand Prix,2009-07-12,20,Nürburgring
10,2009,10,Hungarian Grand Prix,2009-07-26,11,Hungaroring
11,2009,11,European Grand Prix,2009-08-23,12,Valencia Street Circuit
12,2009,12,Belgian Grand Prix,2009-08-30,13,Circuit de Spa-Francorchamps
13,2009,13,Italian Grand Prix,2009-09-13,14,Autodromo Nazionale di Monza
14,2009,14,Singapore Grand Prix,2009-09-27,15,Marina Bay Street Circuit
15,2009,15,Japanese Grand Prix,2009-10-04,22,Suzuka Circuit
16,2009,16,Brazilian Grand Prix,2009-10-18,18,Autódromo José Carlos Pace
17,2009,17,Abu Dhabi Grand Prix,2009-11-01,24,Yas Marina Circuit
18,2008,1,Australian Grand Prix,2008-03-16,1,Albert Park Grand Prix Circuit
19,2008,2,Malaysian Grand Prix,2008-03-23,2,Sepang International Circuit
20,2008,3,Bahrain Grand Prix,2008-04-06,3,Bahrain International Circuit
21,2008,4,Spanish Grand Prix,2008-04-27,4,Circuit de Barcelona-Catalunya
22,2008,5,Turkish Grand Prix,2008-05-11,5,Istanbul Park
23,2008,6,Monaco Grand Prix,2008-05-25,6,Circuit de Monaco
24,2008,7,Canadian Grand Prix,2008-06-08,7,Circuit Gilles Villeneuve
25,2008,8,French Grand Prix,2008-06-22,8,Circuit de Nevers Magny-Cours
26,2008,9,British Grand Prix,2008-07-06,9,Silverstone Circuit
27,2008,10,German Grand Prix,2008-07-20,10,Hockenheimring
28,2008,11,Hungarian Grand Prix,2008-08-03,11,Hungaroring
29,2008,12,European Grand Prix,2008-08-24,12,Valencia Street Circuit
30,2008,13,Belgian Grand Prix,2008-09-07,13,Circuit de Spa-Francorchamps
31,2008,14,Italian Grand Prix,2008-09-14,14,Autodromo Nazionale di Monza
32,2008,15,Singapore Grand Prix,2008-09-28,15,Marina Bay Street Circuit
33,2008,16,Japanese Grand Prix,2008-10-12,16,Fuji Speedway
34,2008,17,Chinese Grand Prix,2008-10-19,17,Shanghai International Circuit
35,2008,18,Brazilian Grand Prix,2008-11-02,18,Autódromo José Carlos Pace
36,2007,1,Australian Grand Prix,2007-03-18,1,Albert Park Grand Prix Circuit
37,2007,2,Malaysian Grand Prix,2007-04-08,2,Sepang International Circuit
38,2007,3,Bahrain Grand Prix,2007-04-15,3,Bahrain International Circuit
39,2007,4,Spanish Grand Prix,2007-05-13,4,Circuit de Barcelona-Catalunya
40,2007,5,Monaco Grand Prix,2007-05-27,6,Circuit de Monaco
41,2007,6,Canadian Grand Prix,2007-06-10,7,Circuit Gilles Villeneuve
42,2007,7,United States Grand Prix,2007-06-17,19,Indianapolis Motor Speedway
43,2007,8,French Grand Prix,2007-07-01,8,Circuit de Nevers Magny-Cours
44,2007,9,British Grand Prix,2007-07-08,9,Silverstone Circuit
45,2007,10,European Grand Prix,2007-07-22,20,Nürburgring
46,2007,11,Hungarian Grand Prix,2007-08-05,11,Hungaroring
47,2007,12,Turkish Grand Prix,2007-08-26,5,Istanbul Park
48,2007,13,Italian Grand Prix,2007-09-09,14,Autodromo Nazionale di Monza
49,2007,14,Belgian Grand Prix,2007-09-16,13,Circuit de Spa-Francorchamps
50,2007,15,Japanese Grand Prix,2007-09-30,16,Fuji Speedway
51,2007,16,Chinese Grand Prix,2007-10-07,17,Shanghai International Circuit
52,2007,17,Brazilian Grand Prix,2007-10-21,18,Autódromo José Carlos Pace
53,2006,1,Bahrain Grand Prix,2006-03-12,3,Bahrain International Circuit
54,2006,2,Malaysian Grand Prix,2006-03-19,2,Sepang International Circuit
55,2006,3,Australian Grand Prix,2006-04-02,1,Albert Park Grand Prix Circuit
56,2006,4,San Marino Grand Prix,2006-04-23,21,Autodromo Enzo e Dino Ferrari
57,2006,5,European Grand Prix,2006-05-07,20,Nürburgring
58,2006,6,Spanish Grand Prix,2006-05-14,4,Circuit de Barcelona-Catalunya
59,2006,7,Monaco Grand Prix,2006-05-28,6,Circuit de Monaco
60,2006,8,British Grand Prix,2006-06-11,9,Silverstone Circuit
61,2006,9,Canadian Grand Prix,2006-06-25,7,Circuit Gilles Villeneuve
62,2006,10,United States Grand Prix,2006-07-02,19,Indianapolis Motor Speedway
63,2006,11,French Grand Prix,2006-07-16,8,Circuit de Nevers Magny-Cours
64,2006,12,German Grand Prix,2006-07-30,10,Hockenheimring
65,2006,13,Hungarian Grand Prix,2006-08-06,11,Hungaroring
66,2006,14,Turkish Grand Prix,2006-08-27,5,Istanbul Park
67,2006,15,Italian Grand Prix,2006-09-10,14,Autodromo Nazionale di Monza
68,2006,16,Chinese Grand Prix,2006-10-01,17,Shanghai International Circuit
69,2006,17,Japanese Grand Prix,2006-10-08,22,Suzuka Circuit
70,2006,18,Brazilian Grand Prix,2006-10-22,18,Autódromo José Carlos Pace
71,2005,1,Australian Grand Prix,2005-03-06,1,Albert Park Grand Prix Circuit
72,2005,2,Malaysian Grand Prix,2005-03-20,2,Sepang International Circuit
73,2005,3,Bahrain Grand Prix,2005-04-03,3,Bahrain International Circuit
74,2005,4,San Marino Grand Prix,2005-04-24,21,Autodromo Enzo e Dino Ferrari
75,2005,5,Spanish Grand Prix,2005-05-08,4,Circuit de Barcelona-Catalunya
76,2005,6,Monaco Grand Prix,2005-05-22,6,Circuit de Monaco
77,2005,7,European Grand Prix,2005-05-29,20,Nürburgring
78,2005,8,Canadian Grand Prix,2005-06-12,7,Circuit Gilles Villeneuve
79,2005,9,United States Grand Prix,2005-06-19,19,Indianapolis Motor Speedway
80,2005,10,French Grand Prix,2005-07-03,8,Circuit de Nevers Magny-Cours
81,2005,11,British Grand Prix,2005-07-10,9,Silverstone Circuit
82,2005,12,German Grand Prix,2005-07-24,10,Hockenheimring
83,2005,13,Hungarian Grand Prix,2005-07-31,11,Hungaroring
84,2005,14,Turkish Grand Prix,2005-08-21,5,Istanbul Park
85,2005,15,Italian Grand Prix,2005-09-04,14,Autodromo Nazionale di Monza
86,2005,16,Belgian Grand Prix,2005-09-11,13,Circuit de Spa-Francorchamps
87,2005,17,Brazilian Grand Prix,2005-09-25,18,Autódromo José Carlos Pace
88,2005,18,Japanese Grand Prix,2005-10-09,22,Suzuka Circuit
89,2005,19,Chinese Grand Prix,2005-10-16,17,Shanghai International Circuit
90,2004,1,Australian Grand Prix,2004-03-07,1,Albert Park Grand Prix Circuit
91,2004,2,Malaysian Grand Prix,2004-03-21,2,Sepang International Circuit
92,2004,3,Bahrain Grand Prix,2004-04-04,3,Bahrain International Circuit
93,2004,4,San Marino Grand Prix,2004-04-25,21,Autodromo Enzo e Dino Ferrari
94,2004,5,Spanish Grand Prix,2004-05-09,4,Circuit de Barcelona-Catalunya
95,2004,6,Monaco Grand Prix,2004-05-23,6,Circuit de Monaco
96,2004,7,European Grand Prix,2004-05-30,20,Nürburgring
97,2004,8,Canadian Grand Prix,2004-06-13,7,Circuit Gilles Villeneuve
98,2004,9,United States Grand Prix,2004-06-20,19,Indianapolis Motor Speedway
99,2004,10,French Grand Prix,2004-07-04,8,Circuit de Nevers Magny-Cours
100,2004,11,British Grand Prix,2004-07-11,9,Silverstone Circuit
101,2004,12,German Grand Prix,2004-07-25,10,Hockenheimring
102,2004,13,Hungarian Grand Prix,2004-08-15,11,Hungaroring
103,2004,14,Belgian Grand Prix,2004-08-29,13,Circuit de Spa-Francorchamps
104,2004,15,Italian Grand Prix,2004-09-12,14,Autodromo Nazionale di Monza
105,2004,16,Chinese Grand Prix,2004-09-26,17,Shanghai International Circuit
106,2004,17,Japanese Grand Prix,2004-10-10,22,Suzuka Circuit
107,2004,18,Brazilian Grand Prix,2004-10-24,18,Autódromo José Carlos Pace
108,2003,1,Australian Grand Prix,2003-03-09,1,Albert Park Grand Prix Circuit
109,2003,2,Malaysian Grand Prix,2003-03-23,2,Sepang International Circuit
110,2003,3,Brazilian Grand Prix,2003-04-06,18,Autódromo José Carlos Pace
111,2003,4,San Marino Grand Prix,2003-04-20,21,Autodromo Enzo e Dino Ferrari
112,2003,5,Spanish Grand Prix,2003-05-04,4,Circuit de Barcelona-Catalunya
113,2003,6,Austrian Grand Prix,2003-05-18,70,Red Bull Ring
114,2003,7,Monaco Grand Prix,2003-06-01,6,Circuit de Monaco
115,2003,8,Canadian Grand Prix,2003-06-15,7,Circuit Gilles Villeneuve
116,2003,9,European Grand Prix,2003-06-29,20,Nürburgring
117,2003,10,French Grand Prix,2003-07-06,8,Circuit de Nevers Magny-Cours
118,2003,11,British Grand Prix,2003-07-20,9,Silverstone Circuit
119,2003,12,German Grand Prix,2003-08-03,10,Hockenheimring
120,2003,13,Hungarian Grand Prix,2003-08-24,11,Hungaroring
121,2003,14,Italian Grand Prix,2003-09-14,14,Autodromo Nazionale di Monza
122,2003,15,United States Grand Prix,2003-09-28,19,Indianapolis Motor Speedway
123,2003,16,Japanese Grand Prix,2003-10-12,22,Suzuka Circuit
124,2002,1,Australian Grand Prix,2002-03-03,1,Albert Park Grand Prix Circuit
125,2002,2,Malaysian Grand Prix,2002-03-17,2,Sepang International Circuit
126,2002,3,Brazilian Grand Prix,2002-03-31,18,Autódromo José Carlos Pace
127,2002,4,San Marino Grand Prix,2002-04-14,21,Autodromo Enzo e Dino Ferrari
128,2002,5,Spanish Grand Prix,2002-04-28,4,Circuit de Barcelona-Catalunya
129,2002,6,Austrian Grand Prix,2002-05-12,70,Red Bull Ring
130,2002,7,Monaco Grand Prix,2002-05-26,6,Circuit de Monaco
131,2002,8,Canadian Grand Prix,2002-06-09,7,Circuit Gilles Villeneuve
132,2002,9,European Grand Prix,2002-06-23,20,Nürburgring
133,2002,10,British Grand Prix,2002-07-07,9,Silverstone Circuit
134,2002,11,French Grand Prix,2002-07-21,8,Circuit de Nevers Magny-Cours
135,2002,12,German Grand Prix,2002-07-28,10,Hockenheimring
136,2002,13,Hungarian Grand Prix,2002-08-18,11,Hungaroring
137,2002,14,Belgian Grand Prix,2002-09-01,13,Circuit de Spa-Francorchamps
138,2002,15,Italian Grand Prix,2002-09-15,14,Autodromo Nazionale di Monza
139,2002,16,United States Grand Prix,2002-09-29,19,Indianapolis Motor Speedway
140,2002,17,Japanese Grand Prix,2002-10-13,22,Suzuka Circuit
141,2001,1,Australian Grand Prix,2001-03-04,1,Albert Park Grand Prix Circuit
142,2001,2,Malaysian Grand Prix,2001-03-18,2,Sepang International Circuit
143,2001,3,Brazilian Grand Prix,2001-04-01,18,Autódromo José Carlos Pace
144,2001,4,San Marino Grand Prix,2001-04-15,21,Autodromo Enzo e Dino Ferrari
145,2001,5,Spanish Grand Prix,2001-04-29,4,Circuit de Barcelona-Catalunya
146,2001,6,Austrian Grand Prix,2001-05-13,70,Red Bull Ring
147,2001,7,Monaco Grand Prix,2001-05-27,6,Circuit de Monaco
148,2001,8,Canadian Grand Prix,2001-06-10,7,Circuit Gilles Villeneuve
149,2001,9,European Grand Prix,2001-06-24,20,Nürburgring
150,2001,10,French Grand Prix,2001-07-01,8,Circuit de Nevers Magny-Cours
151,2001,11,British Grand Prix,2001-07-15,9,Silverstone Circuit
152,2001,12,German Grand Prix,2001-07-29,10,Hockenheimring
153,2001,13,Hungarian Grand Prix,2001-08-19,11,Hungaroring
154,2001,14,Belgian Grand Prix,2001-09-02,13,Circuit de Spa-Francorchamps
155,2001,15,Italian Grand Prix,2001-09-16,14,Autodromo Nazionale di Monza
156,2001,16,United States Grand Prix,2001-09-30,19,Indianapolis Motor Speedway
157,2001,17,Japanese Grand Prix,2001-10-14,22,Suzuka Circuit
158,2000,1,Australian Grand Prix,2000-03-12,1,Albert Park Grand Prix Circuit
159,2000,2,Brazilian Grand Prix,2000-03-26,18,Autódromo José Carlos Pace
160,2000,3,San Marino Grand Prix,2000-04-09,21,Autodromo Enzo e Dino Ferrari
161,2000,4,British Grand Prix,2000-04-23,9,Silverstone Circuit
162,2000,5,Spanish Grand Prix,2000-05-07,4,Circuit de Barcelona-Catalunya
163,2000,6,European Grand Prix,2000-05-21,20,Nürburgring
164,2000,7,Monaco Grand Prix,2000-06-04,6,Circuit de Monaco
165,2000,8,Canadian Grand Prix,2000-06-18,7,Circuit Gilles Villeneuve
166,2000,9,French Grand Prix,2000-07-02,8,Circuit de Nevers Magny-Cours
167,2000,10,Austrian Grand Prix,2000-07-16,70,Red Bull Ring
168,2000,11,German Grand Prix,2000-07-30,10,Hockenheimring
169,2000,12,Hungarian Grand Prix,2000-08-13,11,Hungaroring
170,2000,13,Belgian Grand Prix,2000-08-27,13,Circuit de Spa-Francorchamps
171,2000,14,Italian Grand Prix,2000-09-10,14,Autodromo Nazionale di Monza
172,2000,15,United States Grand Prix,2000-09-24,19,Indianapolis Motor Speedway
173,2000,16,Japanese Grand Prix,2000-10-08,22,Suzuka Circuit
174,2000,17,Malaysian Grand Prix,2000-10-22,2,Sepang International Circuit
175,1999,1,Australian Grand Prix,1999-03-07,1,Albert Park Grand Prix Circuit
176,1999,2,Brazilian Grand Prix,1999-04-11,18,Autódromo José Carlos Pace
177,1999,3,San Marino Grand Prix,1999-05-02,21,Autodromo Enzo e Dino Ferrari
178,1999,4,Monaco Grand Prix,1999-05-16,6,Circuit de Monaco
179,1999,5,Spanish Grand Prix,1999-05-30,4,Circuit de Barcelona-Catalunya
180,1999,6,Canadian Grand Prix,1999-06-13,7,Circuit Gilles Villeneuve
181,1999,7,French Grand Prix,1999-06-27,8,Circuit de Nevers Magny-Cours
182,1999,8,British Grand Prix,1999-07-11,9,Silverstone Circuit
183,1999,9,Austrian Grand Prix,1999-07-25,70,Red Bull Ring
184,1999,10,German Grand Prix,1999-08-01,10,Hockenheimring
185,1999,11,Hungarian Grand Prix,1999-08-15,11,Hungaroring
186,1999,12,Belgian Grand Prix,1999-08-29,13,Circuit de Spa-Francorchamps
187,1999,13,Italian Grand Prix,1999-09-12,14,Autodromo Nazionale di Monza
188,1999,14,European Grand Prix,1999-09-26,20,Nürburgring
189,1999,15,Malaysian Grand Prix,1999-10-17,2,Sepang International Circuit
190,1999,16,Japanese Grand Prix,1999-10-31,22,Suzuka Circuit
191,1998,1,Australian Grand Prix,1998-03-08,1,Albert Park Grand Prix Circuit
192,1998,2,Brazilian Grand Prix,1998-03-29,18,Autódromo José Carlos Pace
193,1998,3,Argentine Grand Prix,1998-04-12,25,Autódromo Juan y Oscar Gálvez
194,1998,4,San Marino Grand Prix,1998-04-26,21,Autodromo Enzo e Dino Ferrari
195,1998,5,Spanish Grand Prix,1998-05-10,4,Circuit de Barcelona-Catalunya
196,1998,6,Monaco Grand Prix,1998-05-24,6,Circuit de Monaco
197,1998,7,Canadian Grand Prix,1998-06-07,7,Circuit Gilles Villeneuve
198,1998,8,French Grand Prix,1998-06-28,8,Circuit de Nevers Magny-Cours
199,1998,9,British Grand Prix,1998-07-12,9,Silverstone Circuit
200,1998,10,Austrian Grand Prix,1998-07-26,70,Red Bull Ring
201,1998,11,German Grand Prix,1998-08-02,10,Hockenheimring
202,1998,12,Hungarian Grand Prix,1998-08-16,11,Hungaroring
203,1998,13,Belgian Grand Prix,1998-08-30,13,Circuit de Spa-Francorchamps
204,1998,14,Italian Grand Prix,1998-09-13,14,Autodromo Nazionale di Monza
205,1998,15,Luxembourg Grand Prix,1998-09-27,20,Nürburgring
206,1998,16,Japanese Grand Prix,1998-11-01,22,Suzuka Circuit
207,1997,1,Australian Grand Prix,1997-03-09,1,Albert Park Grand Prix Circuit
208,1997,2,Brazilian Grand Prix,1997-03-30,18,Autódromo José Carlos Pace
209,1997,3,Argentine Grand Prix,1997-04-13,25,Autódromo Juan y Oscar Gálvez
210,1997,4,San Marino Grand Prix,1997-04-27,21,Autodromo Enzo e Dino Ferrari
211,1997,5,Monaco Grand Prix,1997-05-11,6,Circuit de Monaco
212,1997,6,Spanish Grand Prix,1997-05-25,4,Circuit de Barcelona-Catalunya
213,1997,7,Canadian Grand Prix,1997-06-15,7,Circuit Gilles Villeneuve
214,1997,8,French Grand Prix,1997-06-29,8,Circuit de Nevers Magny-Cours
215,1997,9,British Grand Prix,1997-07-13,9,Silverstone Circuit
216,1997,10,German Grand Prix,1997-07-27,10,Hockenheimring
217,1997,11,Hungarian Grand Prix,1997-08-10,11,Hungaroring
218,1997,12,Belgian Grand Prix,1997-08-24,13,Circuit de Spa-Francorchamps
219,1997,13,Italian Grand Prix,1997-09-07,14,Autodromo Nazionale di Monza
220,1997,14,Austrian Grand Prix,1997-09-21,70,Red Bull Ring
221,1997,15,Luxembourg Grand Prix,1997-09-28,20,Nürburgring
222,1997,16,Japanese Grand Prix,1997-10-12,22,Suzuka Circuit
223,1997,17,European Grand Prix,1997-10-26,26,Circuito de Jerez
224,1996,1,Australian Grand Prix,1996-03-10,1,Albert Park Grand Prix Circuit
225,1996,2,Brazilian Grand Prix,1996-03-31,18,Autódromo José Carlos Pace
226,1996,3,Argentine Grand Prix,1996-04-07,25,Autódromo Juan y Oscar Gálvez
227,1996,4,European Grand Prix,1996-04-28,20,Nürburgring
228,1996,5,San Marino Grand Prix,1996-05-05,21,Autodromo Enzo e Dino Ferrari
229,1996,6,Monaco Grand Prix,1996-05-19,6,Circuit de Monaco
230,1996,7,Spanish Grand Prix,1996-06-02,4,Circuit de Barcelona-Catalunya
231,1996,8,Canadian Grand Prix,1996-06-16,7,Circuit Gilles Villeneuve
232,1996,9,French Grand Prix,1996-06-30,8,Circuit de Nevers Magny-Cours
233,1996,10,British Grand Prix,1996-07-14,9,Silverstone Circuit
234,1996,11,German Grand Prix,1996-07-28,10,Hockenheimring
235,1996,12,Hungarian Grand Prix,1996-08-11,11,Hungaroring
236,1996,13,Belgian Grand Prix,1996-08-25,13,Circuit de Spa-Francorchamps
237,1996,14,Italian Grand Prix,1996-09-08,14,Autodromo Nazionale di Monza
238,1996,15,Portuguese Grand Prix,1996-09-22,27,Autódromo do Estoril
239,1996,16,Japanese Grand Prix,1996-10-13,22,Suzuka Circuit
240,1995,1,Brazilian Grand Prix,1995-03-26,18,Autódromo José Carlos Pace
241,1995,2,Argentine Grand Prix,1995-04-09,25,Autódromo Juan y Oscar Gálvez
242,1995,3,San Marino Grand Prix,1995-04-30,21,Autodromo Enzo e Dino Ferrari
243,1995,4,Spanish Grand Prix,1995-05-14,4,Circuit de Barcelona-Catalunya
244,1995,5,Monaco Grand Prix,1995-05-28,6,Circuit de Monaco
245,1995,6,Canadian Grand Prix,1995-06-11,7,Circuit Gilles Villeneuve
246,1995,7,French Grand Prix,1995-07-02,8,Circuit de Nevers Magny-Cours
247,1995,8,British Grand Prix,1995-07-16,9,Silverstone Circuit
248,1995,9,German Grand Prix,1995-07-30,10,Hockenheimring
249,1995,10,Hungarian Grand Prix,1995-08-13,11,Hungaroring
250,1995,11,Belgian Grand Prix,1995-08-27,13,Circuit de Spa-Francorchamps
251,1995,12,Italian Grand Prix,1995-09-10,14,Autodromo Nazionale di Monza
252,1995,13,Portuguese Grand Prix,1995-09-24,27,Autódromo do Estoril
253,1995,14,European Grand Prix,1995-10-01,20,Nürburgring
254,1995,15,Pacific Grand Prix,1995-10-22,28,Okayama International Circuit
255,1995,16,Japanese Grand Prix,1995-10-29,22,Suzuka Circuit
256,1995,17,Australian Grand Prix,1995-11-12,29,Adelaide Street Circuit
257,1994,1,Brazilian Grand Prix,1994-03-27,18,Autódromo José Carlos Pace
258,1994,2,Pacific Grand Prix,1994-04-17,28,Okayama International Circuit
259,1994,3,San Marino Grand Prix,1994-05-01,21,Autodromo Enzo e Dino Ferrari
260,1994,4,Monaco Grand Prix,1994-05-15,6,Circuit de Monaco
261,1994,5,Spanish Grand Prix,1994-05-29,4,Circuit de Barcelona-Catalunya
262,1994,6,Canadian Grand Prix,1994-06-12,7,Circuit Gilles Villeneuve
263,1994,7,French Grand Prix,1994-07-03,8,Circuit de Nevers Magny-Cours
264,1994,8,British Grand Prix,1994-07-10,9,Silverstone Circuit
265,1994,9,German Grand Prix,1994-07-31,10,Hockenheimring
266,1994,10,Hungarian Grand Prix,1994-08-14,11,Hungaroring
267,1994,11,Belgian Grand Prix,1994-08-28,13,Circuit de Spa-Francorchamps
268,1994,12,Italian Grand Prix,1994-09-11,14,Autodromo Nazionale di Monza
269,1994,13,Portuguese Grand Prix,1994-09-25,27,Autódromo do Estoril
270,1994,14,European Grand Prix,1994-10-16,26,Circuito de Jerez
271,1994,15,Japanese Grand Prix,1994-11-06,22,Suzuka Circuit
272,1994,16,Australian Grand Prix,1994-11-13,29,Adelaide Street Circuit
273,1993,1,South African Grand Prix,1993-03-14,30,Kyalami
274,1993,2,Brazilian Grand Prix,1993-03-28,18,Autódromo José Carlos Pace
275,1993,3,European Grand Prix,1993-04-11,31,Donington Park
276,1993,4,San Marino Grand Prix,1993-04-25,21,Autodromo Enzo e Dino Ferrari
277,1993,5,Spanish Grand Prix,1993-05-09,4,Circuit de Barcelona-Catalunya
278,1993,6,Monaco Grand Prix,1993-05-23,6,Circuit de Monaco
279,1993,7,Canadian Grand Prix,1993-06-13,7,Circuit Gilles Villeneuve
280,1993,8,French Grand Prix,1993-07-04,8,Circuit de Nevers Magny-Cours
281,1993,9,British Grand Prix,1993-07-11,9,Silverstone Circuit
282,1993,10,German Grand Prix,1993-07-25,10,Hockenheimring
283,1993,11,Hungarian Grand Prix,1993-08-15,11,Hungaroring
284,1993,12,Belgian Grand Prix,1993-08-29,13,Circuit de Spa-Francorchamps
285,1993,13,Italian Grand Prix,1993-09-12,14,Autodromo Nazionale di Monza
286,1993,14,Portuguese Grand Prix,1993-09-26,27,Autódromo do Estoril
287,1993,15,Japanese Grand Prix,1993-10-24,22,Suzuka Circuit
288,1993,16,Australian Grand Prix,1993-11-07,29,Adelaide Street Circuit
289,1992,1,South African Grand Prix,1992-03-01,30,Kyalami
290,1992,2,Mexican Grand Prix,1992-03-22,32,Autódromo Hermanos Rodríguez
291,1992,3,Brazilian Grand Prix,1992-04-05,18,Autódromo José Carlos Pace
292,1992,4,Spanish Grand Prix,1992-05-03,4,Circuit de Barcelona-Catalunya
293,1992,5,San Marino Grand Prix,1992-05-17,21,Autodromo Enzo e Dino Ferrari
294,1992,6,Monaco Grand Prix,1992-05-31,6,Circuit de Monaco
295,1992,7,Canadian Grand Prix,1992-06-14,7,Circuit Gilles Villeneuve
296,1992,8,French Grand Prix,1992-07-05,8,Circuit de Nevers Magny-Cours
297,1992,9,British Grand Prix,1992-07-12,9,Silverstone Circuit
298,1992,10,German Grand Prix,1992-07-26,10,Hockenheimring
299,1992,11,Hungarian Grand Prix,1992-08-16,11,Hungaroring
300,1992,12,Belgian Grand Prix,1992-08-30,13,Circuit de Spa-Francorchamps
301,1992,13,Italian Grand Prix,1992-09-13,14,Autodromo Nazionale di Monza
302,1992,14,Portuguese Grand Prix,1992-09-27,27,Autódromo do Estoril
303,1992,15,Japanese Grand Prix,1992-10-25,22,Suzuka Circuit
304,1992,16,Australian Grand Prix,1992-11-08,29,Adelaide Street Circuit
305,1991,1,United States Grand Prix,1991-03-10,33,Phoenix street circuit
306,1991,2,Brazilian Grand Prix,1991-03-24,18,Autódromo José Carlos Pace
307,1991,3,San Marino Grand Prix,1991-04-28,21,Autodromo Enzo e Dino Ferrari
308,1991,4,Monaco Grand Prix,1991-05-12,6,Circuit de Monaco
309,1991,5,Canadian Grand Prix,1991-06-02,7,Circuit Gilles Villeneuve
310,1991,6,Mexican Grand Prix,1991-06-16,32,Autódromo Hermanos Rodríguez
311,1991,7,French Grand Prix,1991-07-07,8,Circuit de Nevers Magny-Cours
312,1991,8,British Grand Prix,1991-07-14,9,Silverstone Circuit
313,1991,9,German Grand Prix,1991-07-28,10,Hockenheimring
314,1991,10,Hungarian Grand Prix,1991-08-11,11,Hungaroring
315,1991,11,Belgian Grand Prix,1991-08-25,13,Circuit de Spa-Francorchamps
316,1991,12,Italian Grand Prix,1991-09-08,14,Autodromo Nazionale di Monza
317,1991,13,Portuguese Grand Prix,1991-09-22,27,Autódromo do Estoril
318,1991,14,Spanish Grand Prix,1991-09-29,4,Circuit de Barcelona-Catalunya
319,1991,15,Japanese Grand Prix,1991-10-20,22,Suzuka Circuit
320,1991,16,Australian Grand Prix,1991-11-03,29,Adelaide Street Circuit
321,1990,1,United States Grand Prix,1990-03-11,33,Phoenix street circuit
322,1990,2,Brazilian Grand Prix,1990-03-25,18,Autódromo José Carlos Pace
323,1990,3,San Marino Grand Prix,1990-05-13,21,Autodromo Enzo e Dino Ferrari
324,1990,4,Monaco Grand Prix,1990-05-27,6,Circuit de Monaco
325,1990,5,Canadian Grand Prix,1990-06-10,7,Circuit Gilles Villeneuve
326,1990,6,Mexican Grand Prix,1990-06-24,32,Autódromo Hermanos Rodríguez
327,1990,7,French Grand Prix,1990-07-08,34,Circuit Paul Ricard
328,1990,8,British Grand Prix,1990-07-15,9,Silverstone Circuit
329,1990,9,German Grand Prix,1990-07-29,10,Hockenheimring
330,1990,10,Hungarian Grand Prix,1990-08-12,11,Hungaroring
331,1990,11,Belgian Grand Prix,1990-08-26,13,Circuit de Spa-Francorchamps
332,1990,12,Italian Grand Prix,1990-09-09,14,Autodromo Nazionale di Monza
333,1990,13,Portuguese Grand Prix,1990-09-23,27,Autódromo do Estoril
334,1990,14,Spanish Grand Prix,1990-09-30,26,Circuito de Jerez
335,1990,15,Japanese Grand Prix,1990-10-21,22,Suzuka Circuit
336,1990,16,Australian Grand Prix,1990-11-04,29,Adelaide Street Circuit
337,2010,1,Bahrain Grand Prix,2010-03-14,3,Bahrain International Circuit
338,2010,2,Australian Grand Prix,2010-03-28,1,Albert Park Grand Prix Circuit
339,2010,3,Malaysian Grand Prix,2010-04-04,2,Sepang International Circuit
340,2010,4,Chinese Grand Prix,2010-04-18,17,Shanghai International Circuit
341,2010,5,Spanish Grand Prix,2010-05-09,4,Circuit de Barcelona-Catalunya
342,2010,6,Monaco Grand Prix,2010-05-16,6,Circuit de Monaco
343,2010,7,Turkish Grand Prix,2010-05-30,5,Istanbul Park
344,2010,8,Canadian Grand Prix,2010-06-13,7,Circuit Gilles Villeneuve
345,2010,9,European Grand Prix,2010-06-27,12,Valencia Street Circuit
346,2010,10,British Grand Prix,2010-07-11,9,Silverstone Circuit
347,2010,11,German Grand Prix,2010-07-25,10,Hockenheimring
348,2010,12,Hungarian Grand Prix,2010-08-01,11,Hungaroring
349,2010,13,Belgian Grand Prix,2010-08-29,13,Circuit de Spa-Francorchamps
350,2010,14,Italian Grand Prix,2010-09-12,14,Autodromo Nazionale di Monza
351,2010,15,Singapore Grand Prix,2010-09-26,15,Marina Bay Street Circuit
352,2010,16,Japanese Grand Prix,2010-10-10,22,Suzuka Circuit
353,2010,17,Korean Grand Prix,2010-10-24,35,Korean International Circuit
354,2010,18,Brazilian Grand Prix,2010-11-07,18,Autódromo José Carlos Pace
355,2010,19,Abu Dhabi Grand Prix,2010-11-14,24,Yas Marina Circuit
356,1989,1,Brazilian Grand Prix,1989-03-26,36,Autódromo Internacional Nelson Piquet
357,1989,2,San Marino Grand Prix,1989-04-23,21,Autodromo Enzo e Dino Ferrari
358,1989,3,Monaco Grand Prix,1989-05-07,6,Circuit de Monaco
359,1989,4,Mexican Grand Prix,1989-05-28,32,Autódromo Hermanos Rodríguez
